Ciment (%),Argile (%),Alumine (%),Silice (%),Chamotte (%),Conductivite thermique (W/m.K),Resistance Mecanique (MPa)
8.32,10.0,43.23,21.78,16.15,0.28,26.15
9.82,9.38,43.11,21.82,15.86,0.28,26.15
7.91,9.43,44.91,21.54,16.2,0.28,26.15
8.84,9.56,44.38,21.64,15.58,0.28,26.15
9.03,9.04,43.47,22.49,15.97,0.28,26.15
8.44,9.27,45.0,21.11,15.37,0.28,26.15
7.63,9.74,44.36,22.3,15.97,0.28,26.15
9.5,9.73,43.19,21.75,15.83,0.28,26.15
8.78,10.0,43.21,22.23,15.73,0.28,26.15
9.79,9.3,43.71,21.75,15.45,0.28,26.15
8.24,9.03,44.57,22.01,16.15,0.28,26.15
9.81,9.03,43.9,21.92,15.34,0.28,26.15
9.57,9.67,42.86,21.97,15.93,0.28,26.15
8.61,9.39,43.99,21.87,16.14,0.28,26.15
8.9,9.65,43.45,21.91,16.08,0.28,26.15
10.42,9.2,43.32,20.76,16.31,0.28,25.77
10.73,8.81,44.06,20.0,16.62,0.28,25.77
11.04,9.42,42.59,20.28,16.67,0.28,25.77
10.28,8.95,43.27,21.19,16.32,0.28,25.77
10.01,9.41,42.81,20.36,17.41,0.28,25.77
10.7,8.92,44.16,20.0,16.35,0.28,25.77
5.52,9.19,45.0,22.13,17.98,0.28,25.59
5.79,9.91,43.71,22.35,18.24,0.28,25.59
5.72,9.21,45.0,22.45,17.58,0.28,25.59
5.62,8.88,45.0,21.87,18.43,0.28,25.59
7.47,9.16,43.44,21.88,18.05,0.28,25.59
7.45,9.21,42.51,22.5,18.34,0.28,25.59
7.2,9.48,43.67,21.76,17.88,0.28,25.59
5.8,8.81,45.0,21.97,17.91,0.28,25.59
7.46,9.4,43.4,21.13,18.62,0.28,25.59
5.46,9.77,44.4,21.63,18.75,0.28,25.59
7.45,8.85,43.71,22.35,17.64,0.28,25.59
7.13,9.56,42.82,21.77,18.73,0.28,25.59
7.24,8.81,42.87,22.41,18.68,0.28,25.59
5.9,10.0,44.51,21.71,17.85,0.28,25.59
5.47,8.78,45.0,21.31,18.53,0.28,25.59
5.35,8.99,45.0,22.5,17.82,0.28,25.59
6.45,9.24,43.89,22.01,18.4,0.28,25.59
6.54,10.0,43.21,21.9,18.31,0.28,25.59
7.38,9.02,43.81,21.24,18.54,0.28,25.59
7.34,8.87,44.66,21.05,18.08,0.28,25.59
5.62,9.4,45.0,21.37,17.75,0.28,25.59
7.8,8.73,45.0,22.5,15.77,0.28,25.05
10.0,8.74,45.0,20.42,15.7,0.28,25.05
8.94,7.63,45.0,21.96,16.12,0.28,25.05
11.85,7.86,42.52,22.48,15.29,0.28,25.0
11.59,7.87,43.18,22.35,15.02,0.28,25.0
10.36,8.08,44.37,21.23,15.96,0.28,25.0
11.66,8.41,43.86,20.24,15.83,0.28,25.0
12.11,7.85,43.16,21.27,15.61,0.28,25.0
10.31,8.35,44.6,21.37,15.37,0.28,25.0
10.97,8.55,42.86,21.44,16.17,0.28,25.0
10.52,7.68,43.99,21.6,16.21,0.28,25.0
12.14,7.88,42.73,21.67,15.58,0.28,25.0
11.88,8.56,43.3,20.73,15.53,0.28,25.0
11.7,8.59,43.09,21.14,15.49,0.28,25.0
11.64,7.86,43.18,21.51,15.8,0.28,25.0
10.86,8.6,43.5,21.54,15.49,0.28,25.0
10.91,8.58,43.02,21.33,16.16,0.28,25.0
10.52,8.55,42.93,22.24,15.76,0.28,25.0
11.19,8.13,44.38,20.11,16.18,0.28,25.0
12.13,7.94,42.94,21.14,15.85,0.28,25.0
11.16,8.2,42.91,21.72,16.01,0.28,25.0
6.65,6.44,44.68,26.55,15.68,0.28,23.62
6.59,6.98,44.3,27.08,15.05,0.28,23.62
6.81,7.07,43.51,26.36,16.25,0.28,23.62
7.01,6.8,45.0,23.46,15.93,0.28,23.62
6.61,6.79,43.35,27.43,15.83,0.28,23.62
5.45,6.8,45.0,26.37,16.12,0.28,23.62
7.11,7.33,44.19,25.57,15.81,0.28,23.62
5.71,6.31,45.0,26.57,15.85,0.28,23.62
7.26,6.7,42.93,26.86,16.25,0.28,23.62
6.43,6.87,45.0,23.85,16.06,0.28,23.62
6.92,6.87,45.0,23.52,16.19,0.28,23.62
6.9,6.63,45.0,24.75,15.91,0.28,23.62
6.0,7.48,43.02,27.45,16.05,0.28,23.62
6.82,7.31,43.67,24.2,18.0,0.28,23.28
6.65,6.67,44.45,24.2,18.03,0.28,23.28
5.98,6.95,43.4,26.05,17.62,0.28,23.28
5.51,6.71,43.14,27.12,17.52,0.28,23.28
7.41,6.58,45.0,22.97,18.05,0.28,23.28
6.99,6.52,42.92,25.7,17.88,0.28,23.28
5.6,6.68,45.0,23.15,18.18,0.28,23.28
5.63,7.25,43.54,25.4,18.18,0.28,23.28
7.01,6.39,43.93,24.85,17.83,0.28,23.28
7.42,7.03,42.86,24.11,18.58,0.28,23.28
6.03,6.28,44.44,25.27,17.99,0.28,23.28
5.98,6.3,42.89,26.68,18.15,0.28,23.28
6.26,6.72,43.99,25.43,17.59,0.28,23.28
7.12,6.74,45.0,23.16,17.75,0.28,23.28
5.91,7.44,43.22,25.5,17.91,0.28,23.28
7.15,6.73,44.21,23.31,18.6,0.28,23.28
5.97,7.38,43.61,24.96,18.08,0.28,23.28
6.12,6.42,45.0,23.52,18.41,0.28,23.28
5.48,6.87,44.52,25.61,17.52,0.28,23.28
5.67,7.19,44.4,24.71,18.03,0.28,23.28
5.2,7.32,44.17,25.44,17.86,0.28,23.28
6.65,7.23,44.25,24.3,17.57,0.28,23.28
5.47,6.36,45.0,22.63,17.76,0.28,23.28
5.56,7.48,45.0,22.91,18.15,0.28,23.28
7.37,7.21,42.79,23.96,18.67,0.28,23.28
5.8,7.18,43.15,25.6,18.26,0.28,23.28
6.32,7.21,44.02,24.87,17.57,0.28,23.28
7.13,6.58,43.85,24.16,18.27,0.28,23.28
5.58,6.82,43.98,25.79,17.83,0.28,23.28
6.6,6.94,43.55,25.3,17.61,0.28,23.28
6.09,6.27,42.61,27.1,17.93,0.28,23.28
7.05,6.41,44.96,23.04,18.54,0.28,23.28
6.01,7.01,44.76,24.65,17.57,0.28,23.28
6.21,7.31,42.89,25.17,18.42,0.28,23.28
5.51,6.93,42.59,26.83,18.14,0.28,23.28
7.03,7.08,42.72,25.59,17.58,0.28,23.28
7.1,6.38,45.0,23.25,17.55,0.28,23.28
6.83,6.81,43.76,24.94,17.68,0.28,23.28
6.06,6.47,44.64,24.9,17.94,0.28,23.28
5.8,7.2,44.55,24.34,18.13,0.28,23.28
6.48,7.18,43.08,24.78,18.48,0.28,23.28
6.26,6.32,44.38,24.76,18.28,0.28,23.28
5.83,6.28,43.12,26.37,18.39,0.28,23.28
7.32,6.3,45.0,23.48,17.63,0.28,23.28
6.92,6.39,45.0,22.9,18.29,0.28,23.28
6.4,6.62,42.6,25.91,18.46,0.28,23.28
5.08,7.42,42.54,27.29,17.67,0.28,23.28
6.64,6.4,45.0,22.71,17.64,0.28,23.28
5.37,6.33,44.32,26.1,17.88,0.28,23.28
5.74,6.54,45.0,22.64,18.71,0.28,23.28
5.34,6.6,43.49,27.05,17.52,0.28,23.28
7.5,7.4,42.98,23.93,18.19,0.28,23.28
7.08,6.35,42.59,26.14,17.84,0.28,23.28
5.25,7.22,43.25,26.28,18.0,0.28,23.28
5.71,6.61,45.0,23.6,17.86,0.28,23.28
6.11,7.27,45.0,22.92,18.14,0.28,23.28
6.22,7.07,43.22,25.49,18.01,0.28,23.28
5.64,6.41,45.0,24.7,17.75,0.28,23.28
5.52,6.51,45.0,23.25,18.37,0.28,23.28
6.05,6.96,45.0,23.83,17.86,0.28,23.28
6.6,6.72,43.83,25.05,17.79,0.28,23.28
5.81,6.48,44.15,25.13,18.42,0.28,23.28
5.96,7.41,43.74,25.3,17.6,0.28,23.28
6.94,7.28,43.09,25.04,17.64,0.28,23.28
7.41,7.36,42.68,24.6,17.95,0.28,23.28
5.36,6.55,42.64,27.04,18.42,0.28,23.28
6.05,6.65,45.0,23.76,17.9,0.28,23.28
7.04,6.74,42.74,25.3,18.18,0.28,23.28
5.98,6.33,43.01,26.81,17.87,0.28,23.28
11.12,9.33,42.8,20.58,16.18,0.29,26.06
10.32,9.21,43.04,21.58,15.85,0.29,26.06
10.96,9.64,43.28,20.41,15.71,0.29,26.06
10.03,9.82,44.26,20.1,15.78,0.29,26.06
10.59,9.32,43.63,21.35,15.11,0.29,26.06
10.39,8.85,42.98,21.93,15.85,0.29,26.06
11.76,9.68,42.84,20.31,15.4,0.29,26.06
11.44,8.96,43.78,20.0,16.0,0.29,26.06
10.21,9.52,43.25,21.2,15.83,0.29,26.06
10.26,9.21,44.7,20.05,15.78,0.29,26.06
11.64,9.71,42.54,20.38,15.74,0.29,26.06
10.48,8.77,43.74,21.25,15.76,0.29,26.06
11.8,9.62,43.44,20.01,15.13,0.29,26.06
10.42,9.58,43.05,21.23,15.72,0.29,26.06
11.92,8.83,42.73,20.94,15.58,0.29,26.06
11.3,8.99,43.76,20.58,15.36,0.29,26.06
6.86,8.13,43.22,22.13,19.67,0.29,24.67
7.12,8.23,44.03,21.24,19.38,0.29,24.67
6.9,7.67,43.92,21.45,20.0,0.29,24.67
5.57,8.54,44.91,20.83,20.0,0.29,24.67
5.8,8.28,44.52,22.44,18.95,0.29,24.67
6.29,8.29,44.72,21.11,19.59,0.29,24.67
6.12,8.38,43.88,22.32,19.3,0.29,24.67
5.82,8.19,43.1,21.86,20.0,0.29,24.67
7.19,8.75,42.73,21.89,19.44,0.29,24.67
6.42,7.7,45.0,20.46,20.0,0.29,24.67
6.22,7.98,44.94,21.77,19.1,0.29,24.67
5.58,8.55,44.8,22.11,18.96,0.29,24.67
7.13,7.92,42.91,21.8,20.0,0.29,24.67
5.43,8.54,45.0,20.8,19.93,0.29,24.67
5.43,8.7,44.24,21.9,19.74,0.29,24.67
5.15,8.66,45.0,20.79,20.0,0.29,24.67
7.32,7.72,43.63,21.52,19.8,0.29,24.67
7.35,8.13,43.19,21.45,19.88,0.29,24.67
7.3,8.13,42.57,21.68,20.0,0.29,24.67
5.56,7.64,43.92,22.0,20.0,0.29,24.67
5.93,8.72,44.04,21.6,19.71,0.29,24.67
7.01,8.25,44.51,20.72,19.51,0.29,24.67
5.31,7.82,44.98,22.14,19.75,0.29,24.67
6.15,8.67,43.48,22.25,19.45,0.29,24.67
5.66,8.24,44.46,21.88,19.76,0.29,24.67
5.43,8.4,43.69,22.19,20.0,0.29,24.67
6.09,8.28,44.23,21.96,19.44,0.29,24.67
7.07,8.7,44.85,20.41,18.96,0.29,24.67
5.5,10.0,42.56,22.11,19.72,0.3,25.59
5.34,10.0,42.72,22.23,19.67,0.3,25.59
5.37,9.06,45.0,21.39,18.91,0.3,25.59
5.58,8.93,43.06,21.41,20.0,0.3,25.59
6.76,9.19,43.57,21.31,19.17,0.3,25.59
5.73,9.52,43.2,21.59,19.96,0.3,25.59
5.45,9.9,43.99,21.49,19.17,0.3,25.59
5.52,9.07,44.85,20.91,19.65,0.3,25.59
7.45,9.99,42.77,20.21,19.58,0.3,25.59
7.05,9.69,42.78,21.06,19.42,0.3,25.59
7.08,9.14,43.37,21.63,18.77,0.3,25.59
6.75,9.18,42.91,21.94,19.22,0.3,25.59
6.66,9.28,43.59,21.14,19.33,0.3,25.59
6.88,9.38,43.28,21.23,19.23,0.3,25.59
6.98,9.67,42.62,21.66,19.08,0.3,25.59
5.76,9.33,43.07,22.11,19.72,0.3,25.59
6.95,9.47,42.97,21.2,19.42,0.3,25.59
6.62,10.0,42.88,21.46,18.91,0.3,25.59
8.58,7.69,43.75,21.86,18.12,0.3,24.6
8.12,8.63,44.31,21.26,17.69,0.3,24.6
9.87,8.07,43.0,20.9,18.16,0.3,24.6
7.56,8.75,43.06,22.23,18.4,0.3,24.6
7.58,8.2,44.56,21.95,17.71,0.3,24.6
9.77,8.44,42.93,20.44,18.43,0.3,24.6
9.5,7.65,43.48,20.97,18.4,0.3,24.6
8.04,8.43,43.14,21.92,18.48,0.3,24.6
8.74,8.05,44.75,20.79,17.66,0.3,24.6
9.76,8.34,42.64,21.64,17.62,0.3,24.6
9.57,8.45,42.83,20.76,18.4,0.3,24.6
8.65,7.66,43.13,22.43,18.13,0.3,24.6
8.71,7.88,43.49,22.2,17.72,0.3,24.6
9.64,8.73,43.89,20.0,17.89,0.3,24.6
8.98,7.9,43.74,21.24,18.14,0.3,24.6
8.79,8.08,43.62,21.09,18.42,0.3,24.6
8.82,8.61,42.56,22.0,18.01,0.3,24.6
8.3,8.14,43.94,22.06,17.56,0.3,24.6
7.8,8.54,42.79,22.18,18.69,0.3,24.6
9.57,7.52,42.64,21.76,18.5,0.3,24.6
9.49,7.7,43.24,21.96,17.61,0.3,24.6
8.97,8.35,42.93,22.18,17.58,0.3,24.6
8.03,7.8,43.66,22.48,18.03,0.3,24.6
7.14,7.21,43.77,22.75,19.14,0.3,23.35
5.83,6.97,43.87,24.15,19.19,0.3,23.35
6.07,6.46,44.06,24.57,18.84,0.3,23.35
5.68,6.45,44.96,23.57,19.33,0.3,23.35
6.06,6.95,42.55,25.15,19.3,0.3,23.35
7.45,6.97,43.37,22.9,19.31,0.3,23.35
5.92,6.4,43.6,22.7,20.0,0.3,23.35
6.61,6.26,45.0,22.83,19.21,0.3,23.35
6.73,6.69,43.99,23.2,19.39,0.3,23.35
6.76,6.74,42.74,24.64,19.12,0.3,23.35
6.18,6.47,44.36,24.22,18.78,0.3,23.35
5.55,6.47,42.75,24.82,20.0,0.3,23.35
7.39,6.4,42.56,23.9,19.75,0.3,23.35
6.62,6.64,42.99,23.69,20.0,0.3,23.35
6.45,6.26,43.69,23.7,19.91,0.3,23.35
7.3,6.78,43.16,23.11,19.66,0.3,23.35
6.03,6.33,43.21,23.78,20.0,0.3,23.35
5.26,7.01,44.18,23.04,20.0,0.3,23.35
6.15,6.38,43.97,24.36,19.14,0.3,23.35
6.68,6.71,42.91,24.72,18.98,0.3,23.35
6.58,7.16,44.09,22.52,19.66,0.3,23.35
6.61,6.42,43.2,24.6,19.18,0.3,23.35
6.04,6.82,44.37,23.74,19.03,0.3,23.35
5.37,6.37,42.71,26.7,18.84,0.3,23.35
5.51,6.91,42.79,23.18,20.0,0.3,23.35
5.67,6.72,43.12,23.79,20.0,0.3,23.35
5.45,7.13,43.16,25.48,18.78,0.3,23.35
5.8,6.94,42.56,25.07,19.63,0.3,23.35
5.94,7.04,44.79,22.81,19.42,0.3,23.35
7.01,6.89,44.17,23.11,18.82,0.3,23.35
5.85,7.25,43.14,23.64,20.0,0.3,23.35
5.84,7.3,42.53,24.69,19.64,0.3,23.35
7.27,6.99,42.99,23.69,19.06,0.3,23.35
7.1,6.51,43.63,23.83,18.92,0.3,23.35
6.86,6.53,43.6,23.86,19.16,0.3,23.35
7.37,6.65,43.78,22.54,19.66,0.3,23.35
6.39,7.23,42.81,24.61,18.96,0.3,23.35
7.14,7.0,44.27,22.72,18.88,0.3,23.35
5.88,6.56,44.47,23.15,19.93,0.3,23.35
7.15,6.87,43.25,23.82,18.9,0.3,23.35
7.06,6.96,42.52,22.97,20.0,0.3,23.35
7.21,6.43,43.91,23.24,19.22,0.3,23.35
5.9,6.83,43.33,23.29,20.0,0.3,23.35
5.54,6.45,44.39,22.66,20.0,0.3,23.35
6.0,6.92,44.63,22.81,19.64,0.3,23.35
6.25,6.61,44.37,23.61,19.16,0.3,23.35
5.76,6.67,43.15,25.55,18.88,0.3,23.35
6.8,6.64,43.42,24.22,18.91,0.3,23.35
6.02,6.3,44.34,23.57,19.77,0.3,23.35
6.9,6.66,43.87,23.11,19.46,0.3,23.35
7.93,8.84,42.69,22.1,18.45,0.31,25.69
7.57,8.84,43.9,21.99,17.69,0.31,25.69
9.13,8.81,42.66,21.49,17.92,0.31,25.69
8.26,9.28,42.65,21.94,17.88,0.31,25.69
7.78,8.79,44.08,21.81,17.54,0.31,25.69
8.27,9.51,42.61,21.98,17.63,0.31,25.69
7.99,10.0,43.07,21.32,17.51,0.31,25.69
8.03,8.89,43.32,22.16,17.61,0.31,25.69
9.32,8.76,42.64,21.26,18.01,0.31,25.69
7.9,9.17,44.47,20.52,17.94,0.31,25.69
9.57,9.24,42.86,20.27,18.06,0.31,25.69
8.08,9.54,42.95,21.37,18.07,0.31,25.69
8.45,9.28,43.59,20.96,17.73,0.31,25.69
8.43,9.44,42.69,21.6,17.84,0.31,25.69
8.01,9.31,43.93,21.22,17.53,0.31,25.69
10.56,8.29,43.37,20.0,17.82,0.31,24.56
11.08,7.67,42.7,20.2,18.35,0.31,24.56
10.6,7.51,42.53,21.84,17.52,0.31,24.56
11.07,7.74,43.13,20.5,17.56,0.31,24.56
8.52,6.48,43.08,24.6,17.31,0.32,23.29
7.59,7.12,43.72,25.15,16.43,0.32,23.29
7.62,6.39,43.99,25.13,16.88,0.32,23.29
9.17,6.35,43.16,24.01,17.31,0.32,23.29
7.55,6.29,44.93,24.54,16.7,0.32,23.29
8.32,6.96,44.57,23.87,16.27,0.32,23.29
9.49,7.04,44.04,22.99,16.44,0.32,23.29
7.84,7.19,44.7,23.73,16.53,0.32,23.29
9.21,6.97,42.71,24.46,16.66,0.32,23.29
8.89,6.57,44.1,23.95,16.49,0.32,23.29
8.72,7.25,44.95,22.54,16.54,0.32,23.29
8.11,6.47,43.62,25.33,16.49,0.32,23.29
9.94,6.31,43.2,23.47,17.08,0.32,23.29
7.93,7.5,43.71,23.99,16.87,0.32,23.29
9.41,6.79,42.61,24.93,16.26,0.32,23.29
9.11,7.15,42.57,24.7,16.47,0.32,23.29
7.58,7.1,42.94,24.95,17.43,0.32,23.29
7.69,6.4,44.33,25.1,16.48,0.32,23.29
9.22,6.48,43.9,23.78,16.62,0.32,23.29
8.89,6.45,43.64,23.72,17.3,0.32,23.29
9.73,7.45,43.39,23.14,16.28,0.32,23.29
7.55,6.38,45.0,23.61,16.63,0.32,23.29
8.41,6.84,43.52,23.98,17.25,0.32,23.29
8.85,7.07,44.16,22.92,17.01,0.32,23.29
7.68,6.97,43.47,24.95,16.92,0.32,23.29
8.6,6.3,43.31,25.22,16.57,0.32,23.29
8.95,7.36,43.98,23.21,16.51,0.32,23.29
9.15,6.75,42.54,24.78,16.77,0.32,23.29
9.37,7.06,42.55,23.57,17.46,0.32,23.29
9.85,6.44,43.66,22.98,17.07,0.32,23.29
8.05,7.36,42.99,25.16,16.44,0.32,23.29
9.79,7.38,43.21,22.63,17.0,0.32,23.29
7.56,6.63,44.12,24.42,17.27,0.32,23.29
9.73,6.71,43.35,22.77,17.44,0.32,23.29
8.89,6.92,43.35,23.98,16.87,0.32,23.29
7.77,7.07,42.98,24.99,17.2,0.32,23.29
8.73,6.39,43.1,25.34,16.44,0.32,23.29
9.42,6.94,42.83,23.97,16.83,0.32,23.29
8.45,6.31,43.19,25.51,16.55,0.32,23.29
9.34,6.88,42.84,24.01,16.94,0.32,23.29
7.75,6.37,45.0,23.27,17.35,0.32,23.29
7.65,6.56,45.0,23.05,16.87,0.32,23.29
7.91,6.6,43.52,25.25,16.72,0.32,23.29
9.36,6.4,44.43,22.97,16.84,0.32,23.29
9.51,6.27,43.95,23.76,16.51,0.32,23.29
8.04,6.26,42.65,26.23,16.82,0.32,23.29
8.28,7.39,44.96,23.05,16.31,0.32,23.29
8.51,7.37,43.2,23.86,17.05,0.32,23.29
10.36,7.45,42.81,22.74,16.64,0.32,23.25
11.2,6.3,42.6,22.51,17.39,0.32,23.25
10.69,7.06,42.65,23.31,16.29,0.32,23.25
10.06,6.4,43.25,23.62,16.66,0.32,23.25
8.85,8.53,42.69,21.04,18.88,0.33,24.65
8.11,8.51,43.59,20.92,18.88,0.33,24.65
9.11,8.3,42.56,20.62,19.41,0.33,24.65
9.66,8.11,42.56,20.01,19.66,0.33,24.65
7.88,8.13,42.88,20.75,20.0,0.33,24.65
7.65,7.89,43.77,21.03,19.65,0.33,24.65
8.8,7.97,43.69,20.64,18.91,0.33,24.65
8.27,8.67,43.01,20.95,19.1,0.33,24.65
9.32,7.72,42.88,20.97,19.12,0.33,24.65
7.66,7.95,43.17,21.98,19.24,0.33,24.65
7.93,7.97,43.67,21.07,19.36,0.33,24.65
8.79,8.06,43.53,20.7,18.92,0.33,24.65
7.92,8.19,42.87,21.54,19.48,0.33,24.65
8.0,7.8,43.16,21.63,19.41,0.33,24.65
7.87,7.73,44.09,21.12,19.19,0.33,24.65
8.01,8.69,42.63,21.14,19.54,0.33,24.65
7.24,7.8,42.22,24.23,18.52,0.33,22.1
7.38,8.37,41.36,24.72,18.17,0.33,22.1
6.61,8.25,42.14,24.63,18.37,0.33,22.1
7.18,7.86,41.41,24.89,18.66,0.33,22.1
7.15,8.29,41.63,24.71,18.22,0.33,22.1
6.34,8.18,41.79,24.97,18.73,0.33,22.1
7.12,8.65,41.42,24.12,18.69,0.33,22.1
6.24,8.74,42.06,24.83,18.12,0.33,22.1
6.27,8.71,41.61,24.71,18.71,0.33,22.1
7.19,8.32,42.42,23.86,18.2,0.33,22.1
7.34,8.61,40.94,24.86,18.26,0.33,22.1
7.21,7.8,42.32,24.1,18.57,0.33,22.1
6.97,8.72,41.74,25.0,17.57,0.33,22.1
6.24,8.62,42.11,24.47,18.56,0.33,22.1
7.47,7.89,41.99,23.97,18.68,0.33,22.1
7.95,9.13,43.07,20.79,19.06,0.34,25.68
7.58,8.92,43.48,20.38,19.63,0.34,25.68
6.67,6.41,45.0,21.97,17.23,0.34,23.69
5.66,6.29,45.0,21.84,17.25,0.34,23.69
9.37,7.3,44.73,22.6,16.0,0.34,23.54
8.81,6.47,44.93,24.34,15.46,0.34,23.54
9.27,6.96,43.68,24.01,16.08,0.34,23.54
9.04,6.5,44.28,23.94,16.24,0.34,23.54
7.79,6.79,45.0,24.25,16.06,0.34,23.54
7.98,7.0,43.99,24.82,16.22,0.34,23.54
9.71,6.73,44.53,23.94,15.09,0.34,23.54
8.35,7.04,45.0,23.1,15.94,0.34,23.54
8.98,6.51,43.45,24.97,16.09,0.34,23.54
7.54,6.4,45.0,24.26,16.18,0.34,23.54
9.44,6.89,43.54,24.42,15.72,0.34,23.54
9.17,7.2,44.13,24.22,15.28,0.34,23.54
8.57,7.32,44.2,24.84,15.07,0.34,23.54
9.95,6.52,45.0,22.51,15.89,0.34,23.54
7.61,7.18,45.0,24.46,15.42,0.34,23.54
9.33,6.33,44.86,23.68,15.8,0.34,23.54
9.89,6.83,43.8,23.43,16.05,0.34,23.54
8.09,7.49,44.12,24.48,15.81,0.34,23.54
7.97,6.92,44.71,24.27,16.13,0.34,23.54
5.97,8.31,42.37,26.08,17.27,0.34,22.11
5.83,7.81,42.37,27.09,16.9,0.34,22.11
7.5,7.53,40.36,27.22,17.39,0.34,22.11
6.67,8.73,40.76,26.64,17.21,0.34,22.11
5.73,8.57,41.14,27.08,17.48,0.34,22.11
7.15,8.29,41.78,25.93,16.84,0.34,22.11
6.26,8.37,41.64,27.44,16.29,0.34,22.11
5.96,8.06,41.99,26.57,17.43,0.34,22.11
7.29,8.59,41.2,25.64,17.28,0.34,22.11
6.73,7.76,41.38,26.94,17.18,0.34,22.11
6.98,8.35,42.25,25.07,17.35,0.34,22.11
7.23,7.76,41.33,26.26,17.43,0.34,22.11
5.77,8.1,42.42,26.86,16.85,0.34,22.11
6.59,8.14,41.65,27.12,16.49,0.34,22.11
6.44,8.63,41.47,26.84,16.62,0.34,22.11
7.3,7.98,42.23,25.21,17.29,0.34,22.11
7.22,8.14,41.51,26.31,16.81,0.34,22.11
7.49,8.28,41.1,26.79,16.33,0.34,22.11
7.22,7.72,42.4,25.45,17.21,0.34,22.11
7.21,8.2,41.35,26.06,17.18,0.34,22.11
6.49,8.42,41.47,26.47,17.16,0.34,22.11
6.93,8.36,40.9,27.15,16.66,0.34,22.11
7.01,8.12,41.54,27.06,16.28,0.34,22.11
6.33,8.36,41.09,27.19,17.03,0.34,22.11
7.41,8.07,41.54,26.65,16.32,0.34,22.11
7.29,8.54,40.81,26.41,16.94,0.34,22.11
6.53,8.12,42.17,26.12,17.06,0.34,22.11
7.4,8.39,41.35,25.51,17.36,0.34,22.11
5.93,8.03,41.34,27.39,17.32,0.34,22.11
6.02,8.7,40.98,27.24,17.06,0.34,22.11
7.49,8.09,41.94,26.22,16.26,0.34,22.11
7.12,7.6,41.39,26.44,17.44,0.34,22.11
6.7,7.84,41.27,27.25,16.93,0.34,22.11
7.44,8.29,42.44,25.11,16.72,0.34,22.11
7.45,8.45,41.43,25.17,17.5,0.34,22.11
7.05,8.46,41.37,25.92,17.2,0.34,22.11
6.93,7.85,41.03,27.47,16.73,0.34,22.11
5.99,8.53,41.54,26.75,17.2,0.34,22.11
7.32,7.62,41.67,26.08,17.31,0.34,22.11
6.53,8.4,41.15,26.54,17.38,0.34,22.11
6.95,7.97,40.97,26.28,17.83,0.34,22.05
5.61,8.57,41.54,26.14,18.14,0.34,22.05
6.96,8.43,40.06,26.17,18.38,0.34,22.05
7.06,7.61,41.0,25.7,18.63,0.34,22.05
7.25,7.93,41.04,25.65,18.12,0.34,22.05
6.65,8.47,41.09,25.94,17.85,0.34,22.05
5.8,8.61,41.74,25.37,18.47,0.34,22.05
6.02,7.62,41.87,26.22,18.27,0.34,22.05
5.67,7.87,41.09,27.03,18.34,0.34,22.05
7.18,8.14,40.71,26.4,17.57,0.34,22.05
7.03,8.74,40.3,25.56,18.37,0.34,22.05
7.41,7.75,40.16,26.14,18.54,0.34,22.05
6.24,8.49,42.24,25.04,17.99,0.34,22.05
5.96,8.1,42.26,25.73,17.96,0.34,22.05
6.79,8.15,41.92,25.11,18.03,0.34,22.05
5.22,8.07,41.45,27.05,18.22,0.34,22.05
5.57,8.37,41.34,26.48,18.24,0.34,22.05
6.48,8.14,40.84,26.16,18.38,0.34,22.05
5.18,8.66,41.63,26.65,17.87,0.34,22.05
7.02,7.97,40.87,25.96,18.18,0.34,22.05
7.14,7.66,41.71,25.61,17.88,0.34,22.05
6.2,8.47,41.84,25.95,17.55,0.34,22.05
5.66,7.99,41.15,26.53,18.67,0.34,22.05
7.44,8.48,40.49,25.84,17.75,0.34,22.05
7.3,7.61,41.71,25.16,18.22,0.34,22.05
5.93,7.82,40.68,26.99,18.58,0.34,22.05
7.2,8.04,41.0,25.34,18.43,0.34,22.05
7.11,7.62,41.19,26.21,17.87,0.34,22.05
5.47,8.11,40.64,27.44,18.35,0.34,22.05
6.57,8.13,40.1,26.97,18.23,0.34,22.05
6.37,7.6,42.4,25.71,17.92,0.34,22.05
6.53,7.82,41.17,26.54,17.93,0.34,22.05
6.44,8.46,41.81,25.07,18.23,0.34,22.05
7.41,8.12,41.41,25.54,17.52,0.34,22.05
6.89,7.6,40.41,26.69,18.43,0.34,22.05
5.11,7.82,41.31,27.48,18.29,0.34,22.05
7.02,7.58,41.45,26.43,17.52,0.34,22.05
6.14,8.47,40.52,26.51,18.36,0.34,22.05
6.31,7.91,40.31,27.32,18.15,0.34,22.05
6.17,8.67,42.26,25.03,17.87,0.34,22.05
6.24,8.67,40.52,26.51,18.07,0.34,22.05
6.69,7.77,41.61,25.71,18.22,0.34,22.05
6.04,8.33,40.81,26.27,18.56,0.34,22.05
6.76,7.68,42.24,25.67,17.65,0.34,22.05
6.2,7.79,40.98,26.87,18.16,0.34,22.05
5.95,8.29,40.9,27.3,17.56,0.34,22.05
6.05,7.75,42.18,25.56,18.47,0.34,22.05
5.7,7.6,41.76,27.14,17.8,0.34,22.05
6.6,8.38,40.16,26.49,18.37,0.34,22.05
5.73,7.94,41.63,26.61,18.09,0.34,22.05
7.27,7.62,41.93,25.46,17.71,0.34,22.05
7.0,8.12,40.02,26.62,18.24,0.34,22.05
